summons_number,street_codes,house_number,source_street_name,violation_location,violation_precinct,precinct_borough,violation_location_borough,candidate_method,candidate_boroughs,display_valid_boroughs,validated_boroughs,suggested_borough,status,confidence,validation_method,geosupport_street_names,street_name_similarity,latitude,longitude,candidate_details
5604564746,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604605773,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604633460,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604633458,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604490568,09660,,EB E 149th St @ Thir,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,AVENUE D,0.174,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""AVENUE D""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604610460,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604557523,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604577406,98200,,NB University Ave @,,0,,,all_boroughs_fallback,Manhattan|Bronx|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WASHINGTON BRIDGE,0.235,,,"[{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WASHINGTON BRIDGE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
1483833094,28390|40404|40404,115,COLUMBIA PL,84,84,Brooklyn,Brooklyn,exact_code_tuple_ranked,Brooklyn|Manhattan|Queens|Bronx|Staten Island,Brooklyn|Manhattan|Queens,Brooklyn,Brooklyn,review,low,precinct_geosupport_conflict,COLUMBIA PLACE,1.0,,,"[{""borough"":""Brooklyn"",""display_ok"":true,""street_names"":[""COLUMBIA PLACE"","""",""""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;64;64;00""},{""borough"":""Manhattan"",""display_ok"":true,""street_names"":[""PAYSON AVENUE"","""",""""],""location_ok"":true,""validation_method"":""address_1e"",""latitude"":""40.868445"",""longitude"":""-73.926289"",""grc"":""00""},{""borough"":""Queens"",""display_ok"":true,""street_names"":[""ARNOLD AVENUE"","""",""""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;64;64;00""},{""borough"":""Bronx"",""display_ok"":false,""street_names"":["""","""",""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64;64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":["""","""",""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64;64;64""}]"
5604565593,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604589433,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604506734,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604641054,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604610410,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
5604621262,76850,,SB University Ave @,,0,,,exact_code_tuple_ranked,Bronx|Manhattan|Brooklyn|Queens|Staten Island,Bronx,Bronx,Bronx,review,low,function_d,WEST TREMONT AVENUE,0.485,,,"[{""borough"":""Bronx"",""display_ok"":true,""street_names"":[""WEST TREMONT AVENUE""],""location_ok"":false,""validation_method"":""function_d"",""latitude"":"""",""longitude"":"""",""grc"":""00;00""},{""borough"":""Manhattan"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Brooklyn"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Queens"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""},{""borough"":""Staten Island"",""display_ok"":false,""street_names"":[""""],""location_ok"":false,""validation_method"":""none"",""latitude"":"""",""longitude"":"""",""grc"":""64;64""}]"
